,zip,cbp_total_employees,cbp_total_establishments
1433,5034,202,18
1434,5035,128,14
1435,5036,307,13
1436,5037,70,13
1437,5038,191,31
1438,5039,6,6
1439,5040,84,11
1440,5041,24,6
1441,5042,55,7
1442,5043,287,29
1443,5045,269,50
1444,5046,63,18
1445,5047,202,15
1446,5048,195,63
1447,5049,36,5
1448,5050,6,4
1449,5051,118,22
1450,5052,85,7
1451,5053,21,8
1452,5054,11,4
1453,5055,706,96
1454,5056,149,16
1455,5058,25,7
1456,5059,493,57
1457,5060,2290,188
1458,5061,68,17
1459,5062,59,17
1460,5065,160,30
1461,5067,106,9
1462,5068,759,66
1463,5069,68,15
1464,5070,38,14
1465,5071,63,16
1466,5072,33,12
1467,5073,20,4
1468,5074,50,10
1469,5075,127,21
1470,5076,14,5
1471,5077,60,22
1472,5079,525,13
1473,5081,233,28
1474,5083,21,6
1475,5084,10,3
1476,5085,3,3
1477,5086,31,6
1478,5088,247,31
1479,5089,1250,120
1480,5091,1853,204
1481,5101,1716,149
1482,5142,276,14
1483,5143,774,142
1484,5146,116,16
1485,5148,325,66
1486,5149,2012,143
1487,5150,986,39
1488,5151,69,33
1489,5152,390,17
1490,5153,176,33
1491,5154,211,24
1492,5155,1973,51
1493,5156,2565,226
1494,5158,409,43
1495,5159,89,11
1496,5161,184,28
1497,5201,8738,481
1498,5250,883,95
1499,5251,409,67
1500,5252,75,15
1501,5253,240,33
1502,5254,979,55
1503,5255,2755,338
1504,5257,444,51
1505,5261,137,25
1506,5262,465,54
1507,5301,9381,691
1508,5302,985,25
1509,5303,21,6
1510,5304,52,10
1511,5340,216,42
1512,5341,57,12
1513,5342,91,9
1514,5343,154,21
1515,5344,253,10
1516,5345,204,44
1517,5346,1150,113
1518,5350,44,11
1519,5351,7,8
1520,5352,18,12
1521,5353,392,31
1522,5354,414,45
1523,5355,34,9
1524,5356,1661,83
1525,5358,22,8
1526,5359,45,10
1527,5360,37,12
1528,5361,40,15
1529,5362,24,5
1530,5363,795,122
1531,5401,27274,1289
1532,5402,410,30
1533,5403,17667,1038
1534,5404,2875,185
1535,5405,553,25
1536,5406,211,21
1537,5407,78,7
1538,5408,705,96
1539,5439,1091,5
1540,5440,105,41
1541,5441,22,7
1542,5442,9,6
1543,5443,982,182
1544,5444,210,44
1545,5445,352,109
1546,5446,7681,526
1547,5447,8,3
1548,5448,62,20
1549,5450,1073,107
1550,5451,66,17
1551,5452,9633,586
1552,5453,184,9
1553,5454,809,82
1554,5455,62,18
1555,5456,292,30
1556,5457,66,17
1557,5458,277,48
1558,5459,96,20
1559,5460,71,5
1560,5461,968,133
1561,5462,126,36
1562,5463,35,14
1563,5464,1300,81
1564,5465,476,95
1565,5466,82,6
1566,5468,3007,244
1567,5469,65,17
1568,5470,68,13
1569,5471,110,22
1570,5472,484,58
1571,5473,106,31
1572,5474,96,28
1573,5476,368,45
1574,5477,1385,139
1575,5478,8148,454
1576,5481,24,6
1577,5482,3165,296
1578,5483,68,16
1579,5485,179,5
1580,5486,259,50
1581,5487,127,36
1582,5488,1417,142
1583,5489,157,57
1584,5490,20,6
1585,5491,2070,172
1586,5492,17,8
1587,5494,227,30
1588,5495,11341,701
1589,5601,409,44
1590,5602,8168,634
1591,5604,884,6
1592,5640,26,4
1593,5641,6223,568
1594,5647,496,22
1595,5648,54,7
1596,5649,144,21
1597,5650,15,12
1598,5651,442,57
1599,5652,31,9
1600,5653,7,3
1601,5654,98,8
1602,5655,245,61
1603,5656,544,81
1604,5657,25,6
1605,5658,36,22
1606,5660,183,43
1607,5661,3876,288
1608,5663,2687,98
1609,5667,531,50
1610,5669,26,16
1611,5670,372,18
1612,5672,4794,361
1613,5673,1648,199
1614,5674,375,64
1615,5675,30,15
1616,5676,2492,209
1617,5677,381,62
1618,5678,113,9
1619,5679,384,48
1620,5680,141,27
1621,5681,42,8
1622,5682,52,14
1623,5701,14099,941
1624,5702,359,20
1625,5730,21,9
1626,5731,28,6
1627,5732,254,30
1628,5733,886,134
1629,5734,81,21
1630,5735,750,80
1631,5736,115,23
1632,5737,179,17
1633,5738,138,26
1634,5739,163,29
1635,5740,95,16
1636,5742,19,6
1637,5743,575,88
1638,5744,239,15
1639,5745,112,3
1640,5747,11,11
1641,5748,37,11
1642,5750,63,10
1643,5751,2656,133
1644,5753,8964,446
1645,5757,43,15
1646,5758,136,26
1647,5759,994,65
1648,5760,121,23
1649,5761,93,28
1650,5762,104,17
1651,5763,290,61
1652,5764,729,88
1653,5765,114,21
1654,5766,43,16
1655,5767,203,42
1656,5768,32,13
1657,5769,111,33
1658,5770,277,35
1659,5772,65,10
1660,5773,243,46
1661,5774,43,21
1662,5775,162,18
1663,5776,27,5
1664,5777,423,68
1665,5778,228,13
1666,5819,4966,365
1667,5820,20,7
1668,5821,142,24
1669,5822,400,58
1670,5824,64,13
1671,5825,80,12
1672,5826,87,21
1673,5827,237,14
1674,5828,287,54
1675,5829,1479,103
1676,5830,236,21
1677,5832,204,35
1678,5833,17,3
1679,5836,135,21
1680,5837,20,6
1681,5839,88,15
1682,5840,7,3
1683,5841,178,22
1684,5842,96,15
1685,5843,682,109
1686,5845,127,26
1687,5846,178,39
1688,5847,22,15
1689,5848,39,3
1690,5849,55,3
1691,5850,221,8
1692,5851,1648,176
1693,5853,28,6
1694,5855,2985,273
1695,5857,61,27
1696,5858,14,3
1697,5859,1568,32
1698,5860,598,51
1699,5862,26,8
1700,5863,62,4
1701,5866,18,5
1702,5867,10,7
1703,5868,119,21
1704,5871,76,18
1705,5872,24,10
1706,5873,38,10
1707,5874,55,13
1708,5875,58,7
1709,5903,87,23
1710,5905,14,6
1711,5906,55,13
1712,5907,15,7
1713,6001,7201,605
1714,6002,16160,694
1715,6010,20404,1158
1716,6011,707,27
1717,6013,472,121
1718,6016,304,66
1719,6018,1816,131
1720,6019,2922,317
1721,6020,31,5
1722,6021,89,13
1723,6022,254,16
1724,6023,838,70
1725,6024,100,13
1726,6026,3189,168
1727,6027,59,20
1728,6029,2572,263
1729,6030,52,7
1730,6031,332,31
1731,6032,25966,1029
1732,6033,15634,1096
1733,6034,170,14
1734,6035,1810,171
1735,6037,10468,542
1736,6039,1073,77
1737,6040,14761,947
1738,6041,291,5
1739,6042,9197,448
1740,6043,1343,91
1741,6045,496,24
1742,6050,1343,52
1743,6051,7859,484
1744,6052,3608,145
1745,6053,6236,335
1746,6057,1451,117
1747,6058,292,48
1748,6059,12,4
1749,6060,95,22
1750,6061,65,11
1751,6062,9196,559
1752,6063,351,48
1753,6064,123,8
1754,6065,59,11
1755,6066,7686,582
1756,6067,16660,789
1757,6068,720,47
1758,6069,1229,108
1759,6070,5166,408
1760,6071,1206,167
1761,6072,37,12
1762,6073,449,87
1763,6074,15193,847
1764,6075,540,6
1765,6076,2697,192
1766,6078,2878,212
1767,6080,116,3
1768,6081,85,16
1769,6082,16253,822
1770,6083,536,12
1771,6084,3154,235
1772,6085,1189,138
1773,6088,6117,314
1774,6089,1202,93
1775,6090,38,11
1776,6091,170,5
1777,6092,683,70
1778,6093,155,36
1779,6094,10,4
1780,6095,25252,762
1781,6096,11437,390
1782,6098,2356,238
1783,6101,131,21
1784,6102,6677,76
1785,6103,21040,678
1786,6105,11546,383
1787,6106,18696,883
1788,6107,6990,636
1789,6108,18581,799
1790,6109,6881,582
1791,6110,8897,497
1792,6111,14841,852
1793,6112,2275,150
1794,6114,9710,520
1795,6115,5633,14
1796,6117,8139,251
1797,6118,16300,263
1798,6119,2644,256
1799,6120,5205,253
1800,6126,28,3
1801,6127,285,11
1802,6128,238,7
1803,6129,18,6
1804,6131,96,7
1805,6133,695,5
1806,6134,67,5
1807,6137,27,6
1808,6141,840,3
1809,6143,45,6
1810,6152,3038,12
1811,6155,46,5
1812,6156,3800,24
1813,6183,5812,5
1814,6226,5452,343
1815,6231,145,28
1816,6232,255,49
1817,6234,1502,123
1818,6235,119,31
1819,6237,646,92
1820,6238,844,142
1821,6239,2051,192
1822,6241,5101,183
1823,6242,479,31
1824,6243,18,9
1825,6244,13,4
1826,6247,44,14
1827,6248,843,118
1828,6249,538,82
1829,6250,1392,104
1830,6251,51,4
1831,6254,822,80
1832,6255,390,56
1833,6256,1475,72
1834,6258,857,18
1835,6259,585,85
1836,6260,4898,303
1837,6262,30,10
1838,6264,60,11
1839,6266,400,23
1840,6267,85,9
1841,6268,1955,185
1842,6269,818,16
1843,6277,707,65
1844,6278,345,52
1845,6279,1373,91
1846,6280,402,22
1847,6281,1153,90
1848,6282,136,8
1849,6320,13396,705
1850,6330,243,37
1851,6331,329,61
1852,6332,221,25
1853,6333,1437,173
1854,6334,900,66
1855,6335,804,100
1856,6336,188,6
1857,6338,7463,84
1858,6339,765,84
1859,6340,22810,603
1860,6349,191,21
1861,6351,2659,223
1862,6353,359,17
1863,6354,547,56
1864,6355,5940,462
1865,6357,2061,265
1866,6359,1386,101
1867,6360,13262,775
1868,6365,368,61
1869,6370,376,72
1870,6371,1930,253
1871,6372,17,7
1872,6373,14,5
1873,6374,2800,189
1874,6375,369,36
1875,6377,130,27
1876,6378,1193,167
1877,6379,1845,176
1878,6380,1001,44
1879,6382,10111,224
1880,6383,160,4
1881,6384,143,32
1882,6385,10600,539
1883,6387,203,12
1884,6388,114,6
1885,6389,429,10
1886,6390,230,42
1887,6401,2666,264
1888,6403,694,89
1889,6405,14102,979
1890,6409,761,65
1891,6410,13253,705
1892,6412,1863,106
1893,6413,3805,382
1894,6414,91,9
1895,6415,3421,323
1896,6416,7863,403
1897,6417,938,124
1898,6418,4082,244
1899,6419,664,110
1900,6420,532,74
1901,6422,2050,156
1902,6423,627,69
1903,6424,1423,180
1904,6426,2153,197
1905,6437,6619,632
1906,6438,449,61
1907,6439,34,5
1908,6440,25,4
1909,6441,521,89
1910,6442,325,41
1911,6443,4817,507
1912,6444,32,21
1913,6447,1349,130
1914,6450,15858,759
1915,6451,4941,338
1916,6455,1479,93
1917,6456,13,6
1918,6457,23429,1089
1919,6459,3121,11
1920,6460,21702,1562
1921,6461,3858,168
1922,6467,714,50
1923,6468,5168,532
1924,6469,409,55
1925,6470,4973,467
1926,6471,2285,181
1927,6472,1578,106
1928,6473,16514,996
1929,6475,6090,537
1930,6477,10774,581
1931,6478,3681,294
1932,6479,3728,247
1933,6480,1938,210
1934,6481,769,21
1935,6482,1539,156
1936,6483,3938,316
1937,6484,28720,1128
1938,6488,6135,504
1939,6489,12345,830
1940,6491,33,3
1941,6492,27389,1341
1942,6498,3430,211
1943,6501,46,3
1944,6504,404,3
1945,6510,20677,613
1946,6511,47696,1099
1947,6512,6643,486
1948,6513,7186,433
1949,6514,7343,555
1950,6515,3090,242
1951,6516,12916,782
1952,6517,4539,260
1953,6518,9229,513
1954,6519,3909,209
1955,6520,248,12
1956,6524,633,115
1957,6525,4042,270
1958,6530,25,3
1959,6534,33,4
1960,6601,599,14
1961,6602,222,3
1962,6604,15098,620
1963,6605,4247,350
1964,6606,7412,613
1965,6607,1794,147
1966,6608,1429,145
1967,6610,7368,300
1968,6611,14194,905
1969,6612,665,122
1970,6614,17403,548
1971,6615,9991,642
1972,6701,245,8
1973,6702,5149,291
1974,6704,4142,315
1975,6705,8940,492
1976,6706,4836,230
1977,6708,10007,534
1978,6710,1059,77
1979,6712,1545,196
1980,6716,2445,313
1981,6720,183,4
1982,6721,57,9
1983,6722,29,5
1984,6750,426,62
1985,6751,453,85
1986,6752,268,40
1987,6753,36,7
1988,6754,130,49
1989,6755,104,18
1990,6756,303,66
1991,6757,888,103
1992,6758,11,3
1993,6759,2862,248
1994,6762,4136,231
1995,6763,379,44
1996,6770,6496,457
1997,6776,6974,720
1998,6777,359,66
1999,6778,36,12
2000,6779,809,95
2001,6781,68,10
2002,6782,141,28
2003,6783,224,67
2004,6784,262,77
2005,6785,137,17
2006,6786,1264,147
2007,6787,2606,197
2008,6790,13694,871
2009,6791,682,75
2010,6793,565,37
2011,6794,549,64
2012,6795,6658,373
2013,6796,321,28
2014,6798,1644,274
2015,6801,7280,535
2016,6804,6824,575
2017,6807,1505,225
2018,6810,36516,1767
2019,6811,7083,590
2020,6812,1097,183
2021,6813,140,20
2022,6816,78,5
2023,6817,11,3
2024,6820,7919,706
2025,6824,14770,1087
2026,6825,11769,610
2027,6828,85,5
2028,6829,112,18
2029,6830,21567,1487
2030,6831,4899,404
2031,6836,36,10
2032,6838,259,4
2033,6840,5815,622
2034,6850,4876,498
2035,6851,19784,1114
2036,6852,302,14
2037,6853,632,97
2038,6854,13884,834
2039,6855,2978,267
2040,6856,2823,36
2041,6870,2414,226
2042,6875,10,3
2043,6876,30,5
2044,6877,11806,764
2045,6878,2494,179
2046,6880,15199,1415
2047,6881,115,8
2048,6883,724,149
2049,6890,2050,206
2050,6896,1094,166
2051,6897,12307,690
2052,6901,21453,1057
2053,6902,36772,1774
2054,6903,1690,257
2055,6904,2669,27
2056,6905,11860,972
2057,6906,1846,262
2058,6907,2224,270
2059,6911,3,4
2060,6912,299,3
2061,6927,682,3
2062,7001,7940,373
2063,7002,12899,1145
2064,7003,13478,983
2065,7004,24575,1283
2066,7005,4972,476
2067,7006,11641,859
2068,7007,214,7
2069,7008,11233,398
2070,7009,4933,348
2071,7010,2247,483
2072,7011,8452,941
2073,7012,7363,433
2074,7013,8639,855
2075,7014,6229,228
2076,7015,247,25
2077,7016,11795,739
2078,7017,3114,285
2079,7018,8180,432
2080,7019,85,15
2081,7020,5531,492
2082,7021,168,32
2083,7022,2438,365
2084,7023,2500,174
2085,7024,11931,1609
2086,7026,5413,600
2087,7027,2451,165
2088,7028,789,123
2089,7029,3838,330
2090,7030,25589,1562
2091,7031,2705,308
2092,7032,13336,942
2093,7033,8834,431
2094,7034,620,126
2095,7035,3724,268
2096,7036,19568,1228
2097,7039,21710,1283
2098,7040,4579,526
2099,7041,4356,443
2100,7042,11566,981
2101,7043,2584,384
2102,7044,3464,409
2103,7045,2762,325
2104,7046,2618,157
2105,7047,18290,1210
2106,7050,4064,511
2107,7051,78,12
2108,7052,13181,1152
2109,7054,60093,1751
2110,7055,11562,1254
2111,7057,2163,234
2112,7058,5644,345
2113,7059,9575,741
2114,7060,7142,878
2115,7061,87,16
2116,7062,1209,172
2117,7063,1126,101
2118,7064,2501,71
2119,7065,9752,563
2120,7066,7588,511
2121,7067,2087,316
2122,7068,7956,396
2123,7069,3357,259
2124,7070,8617,582
2125,7071,12173,654
2126,7072,13628,518
2127,7073,13108,445
2128,7074,6775,231
2129,7075,1920,180
2130,7076,4666,551
2131,7077,935,30
2132,7078,10552,560
2133,7079,7254,449
2134,7080,23387,1057
2135,7081,8981,704
2136,7082,1371,175
2137,7083,26347,1604
2138,7086,4495,217
2139,7087,8578,1275
2140,7088,1983,89
2141,7090,7926,880
2142,7091,132,19
2143,7092,5044,347
2144,7093,8252,1094
2145,7094,39372,958
2146,7095,15331,894
2147,7096,1129,24
2148,7097,51,10
2149,7101,614,29
2150,7102,30209,1131
2151,7103,7673,370
2152,7104,7288,672
2153,7105,22138,1500
2154,7106,785,165
2155,7107,4424,458
2156,7108,1338,168
2157,7109,8195,720
2158,7110,5017,678
2159,7111,5396,652
2160,7112,4764,204
2161,7114,41791,698
2162,7201,20144,1041
2163,7202,5345,582
2164,7203,4075,334
2165,7204,1525,261
2166,7205,6184,487
2167,7206,6356,354
2168,7207,4611,55
2169,7208,3964,457
2170,7302,29629,1349
2171,7303,177,16
2172,7304,5233,585
2173,7305,12006,639
2174,7306,15957,1212
2175,7307,4726,558
2176,7310,27072,540
2177,7311,10448,168
2178,7399,2288,12
2179,7401,2990,217
2180,7403,1106,145
2181,7405,4737,496
2182,7407,11214,539
2183,7410,11505,1074
2184,7416,1527,159
2185,7417,6847,393
2186,7418,77,29
2187,7419,2066,164
2188,7420,1238,105
2189,7421,573,139
2190,7422,124,36
2191,7423,959,152
2192,7424,10445,839
2193,7428,112,18
2194,7430,20238,750
2195,7432,2820,329
2196,7435,612,109
2197,7436,5799,436
2198,7438,1697,210
2199,7439,119,25
2200,7440,573,112
2201,7442,2005,281
2202,7444,6152,343
2203,7446,9780,677
2204,7450,9650,860
2205,7451,383,10
2206,7452,3174,348
2207,7456,1690,280
2208,7457,3187,216
2209,7458,3896,345
2210,7460,153,51
2211,7461,1928,301
2212,7462,2642,188
2213,7463,2733,300
2214,7465,272,66
2215,7470,30175,1939
2216,7474,440,23
2217,7480,1547,291
2218,7481,5507,542
2219,7495,2029,78
2220,7501,4461,460
2221,7502,838,153
2222,7503,9931,515
2223,7504,1659,137
2224,7505,2942,356
2225,7506,5961,534
2226,7507,761,16
2227,7508,2836,406
2228,7509,447,10
2229,7510,115,7
2230,7511,553,13
2231,7512,11978,592
2232,7513,2005,183
2233,7514,3745,294
2234,7522,1158,145
2235,7524,3007,255
2236,7544,10,3
2237,7601,39550,2233
2238,7602,604,15
2239,7603,883,153
2240,7604,4721,389
2241,7605,1858,230
2242,7606,5050,242
2243,7607,3068,258
2244,7608,9436,182
2245,7620,238,42
2246,7621,3805,537
2247,7624,3507,459
2248,7626,1523,253
2249,7627,415,80
2250,7628,1529,284
2251,7630,2136,193
2252,7631,17360,1197
2253,7632,9983,758
2254,7640,348,85
2255,7641,602,74
2256,7642,1850,256
2257,7643,3355,282
2258,7644,5471,512
2259,7645,12389,549
2260,7646,1724,226
2261,7647,6438,319
2262,7648,1859,223
2263,7649,2332,274
2264,7650,3098,679
2265,7652,38938,1936
2266,7653,169,16
2267,7656,2647,254
2268,7657,4321,515
2269,7660,6649,328
2270,7661,2653,266
2271,7662,4830,373
2272,7663,11676,581
2273,7666,21424,1022
2274,7670,3437,432
2275,7675,8162,962
2276,7676,896,140
2277,7677,7898,256
2278,7701,18849,1367
2279,7702,6143,427
2280,7703,84,8
2281,7704,838,142
2282,7710,32,8
2283,7711,316,56
2284,7712,12831,1001
2285,7716,1953,241
2286,7717,313,72
2287,7718,557,96
2288,7719,10551,833
2289,7720,614,107
2290,7721,602,56
2291,7722,2047,321
2292,7723,310,51
2293,7724,21117,996
2294,7726,13226,1305
2295,7727,6826,416
2296,7728,25558,1804
2297,7730,5290,454
2298,7731,11014,920
2299,7732,636,90
2300,7733,10660,556
2301,7734,1309,148
2302,7735,3055,338
2303,7737,250,49
2304,7738,1447,177
2305,7739,1682,213
2306,7740,9692,771
2307,7746,5074,492
2308,7747,11053,852
2309,7748,9894,556
2310,7750,834,79
2311,7751,4744,591
2312,7752,56,7
2313,7753,22181,1004
2314,7754,234,14
2315,7755,2217,267
2316,7756,544,67
2317,7757,1404,118
2318,7758,460,62
2319,7760,2040,244
2320,7762,2048,283
2321,7763,66,9
2322,7764,5777,310
2323,7765,201,3
2324,7801,7548,561
2325,7802,375,10
2326,7803,674,88
2327,7806,272,25
2328,7820,212,16
2329,7821,1767,167
2330,7822,492,64
2331,7823,946,129
2332,7825,1990,205
2333,7826,909,150
2334,7827,609,64
2335,7828,4123,263
2336,7829,19,6
2337,7830,780,167
2338,7831,33,3
2339,7832,741,79
2340,7833,110,13
2341,7834,8570,694
2342,7836,5580,370
2343,7838,255,61
2344,7839,20,3
2345,7840,12070,774
2346,7842,20,4
2347,7843,694,136
2348,7844,144,25
2349,7845,26,7
2350,7846,53,4
2351,7847,664,84
2352,7848,1306,132
2353,7849,1731,223
2354,7850,721,113
2355,7851,54,16
2356,7852,2506,182
2357,7853,1661,250
2358,7856,1449,114
2359,7857,673,82
2360,7860,8140,650
2361,7863,330,55
2362,7865,280,54
2363,7866,12745,831
2364,7869,6965,683
2365,7870,62,6
2366,7871,5270,603
2367,7874,1698,169
2368,7875,95,11
2369,7876,3118,287
2370,7877,29,5
2371,7878,30,9
2372,7879,45,8
2373,7880,11,3
2374,7882,3034,310
2375,7885,3656,238
2376,7890,1023,7
2377,7901,13870,876
2378,7902,3625,16
2379,7920,19089,617
2380,7921,8321,275
2381,7922,8023,395
2382,7924,2397,294
2383,7926,46,15
2384,7927,5083,265
2385,7928,4935,498
2386,7930,5039,414
2387,7931,734,105
2388,7932,21380,649
2389,7933,713,91
2390,7934,931,62
2391,7935,140,27
2392,7936,16956,691
2393,7938,2235,42
2394,7939,1103,5
2395,7940,11241,547
2396,7945,2335,260
2397,7946,364,72
2398,7950,15662,545
2399,7960,43373,1654
2400,7961,185,16
2401,7962,4284,66
2402,7963,114,12
2403,7970,189,22
2404,7974,6541,362
2405,7976,116,34
2406,7977,2715,49
2407,7978,155,33
2408,7979,362,18
2409,7980,1701,105
2410,7981,12323,404
2411,8001,267,15
2412,8002,20026,983
2413,8003,15369,894
2414,8004,2067,188
2415,8005,2485,295
2416,8006,230,58
2417,8007,1692,104
2418,8008,2419,479
2419,8009,6243,377
2420,8010,2070,132
2421,8011,42,3
2422,8012,14285,920
2423,8014,2845,56
2424,8015,2014,142
2425,8016,16762,715
2426,8018,414,18
2427,8019,63,12
2428,8020,530,57
2429,8021,4405,547
2430,8022,1005,162
2431,8023,681,13
2432,8026,1528,96
2433,8027,1144,65
2434,8028,6117,394
2435,8029,344,62
2436,8030,2911,227
2437,8031,4704,213
2438,8032,62,6
2439,8033,4310,500
2440,8034,13374,883
2441,8035,2470,208
2442,8036,2591,226
2443,8037,9794,648
2444,8038,1647,13
2445,8041,260,23
2446,8042,31,7
2447,8043,17375,970
2448,8045,3328,47
2449,8046,3532,288
2450,8048,5413,250
2451,8049,783,67
2452,8050,8407,633
2453,8051,1726,159
2454,8052,5874,368
2455,8053,26267,1530
2456,8054,44926,1470
2457,8055,8199,803
2458,8056,768,86
2459,8057,23812,998
2460,8059,1392,126
2461,8060,10476,614
2462,8061,185,26
2463,8062,3411,343
2464,8063,179,20
2465,8064,462,8
2466,8065,1300,109
2467,8066,6007,182
2468,8067,933,41
2469,8068,525,69
2470,8069,3387,188
2471,8070,2038,210
2472,8071,1650,199
2473,8072,48,10
2474,8073,393,21
2475,8074,30,6
2476,8075,7335,566
2477,8077,7772,548
2478,8078,2158,170
2479,8079,2081,156
2480,8080,10496,888
2481,8081,5900,559
2482,8083,1695,174
2483,8084,1966,118
2484,8085,16015,508
2485,8086,5203,174
2486,8087,2894,353
2487,8088,3874,486
2488,8089,279,60
2489,8090,633,79
2490,8091,4726,374
2491,8092,835,135
2492,8093,2803,182
2493,8094,6786,652
2494,8095,216,15
2495,8096,16461,982
2496,8097,1955,112
2497,8098,2450,207
2498,8099,76,3
2499,8101,1169,25
2500,8102,3888,176
2501,8103,19424,289
2502,8104,4284,224
2503,8105,1813,226
2504,8106,1969,231
2505,8107,1141,176
2506,8108,4413,424
2507,8109,9660,602
2508,8110,10911,490
2509,8201,2978,286
2510,8202,704,153
2511,8203,1100,154
2512,8204,5074,608
2513,8205,5406,398
2514,8210,6619,550
2515,8212,16,6
2516,8213,168,17
2517,8214,90,18
2518,8215,2845,262
2519,8217,89,7
2520,8218,20,4
2521,8219,60,14
2522,8220,80,5
2523,8221,2672,310
2524,8223,1737,173
2525,8224,1387,30
2526,8225,3787,419
2527,8226,3126,603
2528,8230,1559,178
2529,8231,43,3
2530,8232,5854,440
2531,8234,14501,919
2532,8240,2930,46
2533,8241,49,17
2534,8242,2372,204
2535,8243,589,149
2536,8244,5105,337
2537,8245,48,5
2538,8246,60,10
2539,8247,669,131
2540,8248,45,11
2541,8250,132,14
2542,8251,584,105
2543,8260,3179,743
2544,8270,916,134
2545,8302,8853,633
2546,8310,999,51
2547,8311,316,24
2548,8312,832,89
2549,8313,20,3
2550,8314,14,4
2551,8315,33,3
2552,8316,111,8
2553,8317,133,20
2554,8318,2699,231
2555,8319,79,18
2556,8320,80,9
2557,8321,107,5
2558,8322,1828,168
2559,8323,53,9
2560,8326,160,26
2561,8327,27,7
2562,8328,280,34
2563,8329,50,7
2564,8330,7907,523
2565,8332,9244,574
2566,8340,55,11
2567,8341,138,17
2568,8342,6,5
2569,8343,509,78
2570,8344,1240,106
2571,8345,35,6
2572,8346,31,7
2573,8347,202,6
2574,8348,86,8
2575,8349,198,25
2576,8350,189,14
2577,8352,1102,20
2578,8353,83,10
2579,8360,24774,1292
2580,8361,2818,260
2581,8362,286,20
2582,8401,42142,859
2583,8402,1425,175
2584,8403,45,15
2585,8404,373,6
2586,8405,331,21
2587,8406,1079,182
2588,8501,1271,158
2589,8502,1697,185
2590,8504,23,6
2591,8505,5917,422
2592,8510,1305,146
2593,8511,260,25
2594,8512,16295,487
2595,8514,1112,125
2596,8515,550,102
2597,8518,3301,72
2598,8520,10485,663
2599,8525,884,153
2600,8527,9527,945
2601,8528,345,39
2602,8530,1871,248
2603,8533,666,103
